vessel_id,vessel_name,vessel_type,vessel_age_years,vessel_capacity_teu,date,year,month,charter_rate_usd_day,charter_type,charterer_name,operating_days,off_hire_days,utilization_rate_pct,gross_revenue_usd,opex_usd,voyage_costs_usd,ebitda_usd,tce_usd_day,opex_per_day_usd,profit_margin_pct
V001,Aegean Pioneer,Feeder,11,1200,2012-09-01,2012,9,6033,Spot,HMM,26.2,3.8,87.23,158065.0,154320.0,5728.0,-1983.0,5077.9,5144,-1.25
V001,Aegean Pioneer,Feeder,11,1200,2012-10-01,2012,10,5632,Time Charter,Evergreen Marine,26.7,3.3,88.89,150374.0,152910.0,0.0,-2536.0,5012.47,5097,-1.69
V001,Aegean Pioneer,Feeder,11,1200,2012-11-01,2012,11,5805,Time Charter,Sinokor Merchant Marine,26.0,4.0,86.75,150930.0,142950.0,0.0,7980.0,5031.0,4765,5.29
V001,Aegean Pioneer,Feeder,11,1200,2012-12-01,2012,12,6101,Time Charter,Wan Hai Lines,26.2,3.8,87.42,159846.0,146670.0,0.0,13176.0,5328.2,4889,8.24
V001,Aegean Pioneer,Feeder,12,1200,2013-01-01,2013,1,5490,Spot,PIL,26.7,3.3,89.03,146583.0,156510.0,5165.0,-15092.0,4713.93,5217,-10.3
V001,Aegean Pioneer,Feeder,12,1200,2013-02-01,2013,2,6050,Time Charter,Pacific International Lines,26.8,3.2,89.46,162140.0,150360.0,0.0,11780.0,5404.67,5012,7.27
V001,Aegean Pioneer,Feeder,12,1200,2013-03-01,2013,3,4760,Spot,Sinokor Merchant Marine,26.5,3.5,88.22,126140.0,157860.0,6447.0,-38167.0,3989.77,5262,-30.26
V001,Aegean Pioneer,Feeder,12,1200,2013-04-01,2013,4,5873,Time Charter,Hapag-Lloyd,26.7,3.3,88.98,156809.0,153090.0,0.0,3719.0,5226.97,5103,2.37
V001,Aegean Pioneer,Feeder,12,1200,2013-05-01,2013,5,5704,Time Charter,PIL,26.5,3.5,88.37,151156.0,153510.0,0.0,-2354.0,5038.53,5117,-1.56
V001,Aegean Pioneer,Feeder,12,1200,2013-06-01,2013,6,5549,Spot,COSCO Shipping,27.1,2.9,90.17,150378.0,153720.0,4558.0,-7900.0,4860.67,5124,-5.25
V001,Aegean Pioneer,Feeder,12,1200,2013-07-01,2013,7,5782,Time Charter,Zim Integrated Shipping,26.4,3.6,87.83,152645.0,155970.0,0.0,-3325.0,5088.17,5199,-2.18
V001,Aegean Pioneer,Feeder,12,1200,2013-08-01,2013,8,5146,Time Charter,MSC,26.9,3.1,89.55,138427.0,149910.0,0.0,-11483.0,4614.23,4997,-8.3
V001,Aegean Pioneer,Feeder,12,1200,2013-09-01,2013,9,5778,Time Charter,Maersk Line,26.0,4.0,86.56,150228.0,154920.0,0.0,-4692.0,5007.6,5164,-3.12
V001,Aegean Pioneer,Feeder,12,1200,2013-10-01,2013,10,5959,Time Charter,Wan Hai Lines,25.9,4.1,86.26,154338.0,158940.0,0.0,-4602.0,5144.6,5298,-2.98
V001,Aegean Pioneer,Feeder,12,1200,2013-11-01,2013,11,6365,Spot,COSCO Shipping,27.0,3.0,90.07,171855.0,152010.0,5169.0,14676.0,5556.2,5067,8.54
V001,Aegean Pioneer,Feeder,12,1200,2013-12-01,2013,12,5705,Time Charter,KMTC,27.0,3.0,90.02,154035.0,158940.0,0.0,-4905.0,5134.5,5298,-3.18
V001,Aegean Pioneer,Feeder,13,1200,2014-01-01,2014,1,5395,Time Charter,Evergreen Marine,26.1,3.9,86.94,140810.0,165780.0,0.0,-24970.0,4693.67,5526,-17.73
V001,Aegean Pioneer,Feeder,13,1200,2014-02-01,2014,2,5460,Time Charter,MSC,27.0,3.0,89.83,147420.0,158400.0,0.0,-10980.0,4914.0,5280,-7.45
V001,Aegean Pioneer,Feeder,13,1200,2014-03-01,2014,3,5871,Time Charter,Sinokor Merchant Marine,26.6,3.4,88.53,156169.0,163260.0,0.0,-7091.0,5205.63,5442,-4.54
V001,Aegean Pioneer,Feeder,13,1200,2014-04-01,2014,4,5622,Time Charter,COSCO Shipping,26.6,3.4,88.74,149545.0,158550.0,0.0,-9005.0,4984.83,5285,-6.02
V001,Aegean Pioneer,Feeder,13,1200,2014-05-01,2014,5,5243,Time Charter,Sinokor Merchant Marine,26.0,4.0,86.74,136318.0,160290.0,0.0,-23972.0,4543.93,5343,-17.59
V001,Aegean Pioneer,Feeder,13,1200,2014-06-01,2014,6,5544,Time Charter,MSC,26.3,3.7,87.83,145807.0,155850.0,0.0,-10043.0,4860.23,5195,-6.89
V001,Aegean Pioneer,Feeder,13,1200,2014-07-01,2014,7,5361,Spot,ONE (Ocean Network Express),26.2,3.8,87.33,140458.0,163200.0,5465.0,-28207.0,4499.77,5440,-20.08
V001,Aegean Pioneer,Feeder,13,1200,2014-08-01,2014,8,5574,Time Charter,Evergreen Marine,25.8,4.2,86.1,143809.0,153690.0,0.0,-9881.0,4793.63,5123,-6.87
V001,Aegean Pioneer,Feeder,13,1200,2014-09-01,2014,9,4961,Time Charter,Yang Ming,26.4,3.6,87.99,130970.0,154320.0,0.0,-23350.0,4365.67,5144,-17.83
V001,Aegean Pioneer,Feeder,13,1200,2014-10-01,2014,10,5043,Spot,Wan Hai Lines,26.1,3.9,87.16,131622.0,160260.0,5824.0,-34462.0,4193.27,5342,-26.18
V001,Aegean Pioneer,Feeder,13,1200,2014-11-01,2014,11,4907,Time Charter,Sinokor Merchant Marine,26.3,3.7,87.57,129054.0,150150.0,0.0,-21096.0,4301.8,5005,-16.35
V001,Aegean Pioneer,Feeder,13,1200,2014-12-01,2014,12,4551,Time Charter,Hapag-Lloyd,26.4,3.6,88.03,120146.0,163950.0,0.0,-43804.0,4004.87,5465,-36.46
V001,Aegean Pioneer,Feeder,14,1200,2015-01-01,2015,1,4918,Time Charter,CMA CGM,26.1,3.9,87.08,128360.0,173520.0,0.0,-45160.0,4278.67,5784,-35.18
V001,Aegean Pioneer,Feeder,14,1200,2015-02-01,2015,2,4811,Time Charter,Hapag-Lloyd,25.9,4.1,86.19,124605.0,168030.0,0.0,-43425.0,4153.5,5601,-34.85
V001,Aegean Pioneer,Feeder,14,1200,2015-03-01,2015,3,4650,Time Charter,Hapag-Lloyd,26.2,3.8,87.17,121830.0,167850.0,0.0,-46020.0,4061.0,5595,-37.77
V001,Aegean Pioneer,Feeder,14,1200,2015-04-01,2015,4,4449,Spot,COSCO Shipping,25.5,4.5,85.08,113450.0,164610.0,7141.0,-58301.0,3543.63,5487,-51.39
V001,Aegean Pioneer,Feeder,14,1200,2015-05-01,2015,5,3994,Time Charter,Wan Hai Lines,25.6,4.4,85.32,102246.0,170820.0,0.0,-68574.0,3408.2,5694,-67.07
V001,Aegean Pioneer,Feeder,14,1200,2015-06-01,2015,6,4169,Spot,Evergreen Marine,25.7,4.3,85.6,107143.0,171000.0,4799.0,-68656.0,3411.47,5700,-64.08
V001,Aegean Pioneer,Feeder,14,1200,2015-07-01,2015,7,4086,Spot,Zim Integrated Shipping,25.9,4.1,86.32,105827.0,173280.0,6057.0,-73510.0,3325.67,5776,-69.46
V001,Aegean Pioneer,Feeder,14,1200,2015-08-01,2015,8,3900,Time Charter,Pacific International Lines,26.1,3.9,86.85,101790.0,178950.0,0.0,-77160.0,3393.0,5965,-75.8
V001,Aegean Pioneer,Feeder,14,1200,2015-09-01,2015,9,3966,Time Charter,Wan Hai Lines,25.8,4.2,85.91,102323.0,169200.0,0.0,-66877.0,3410.77,5640,-65.36
V001,Aegean Pioneer,Feeder,14,1200,2015-10-01,2015,10,4046,Time Charter,Wan Hai Lines,26.8,3.2,89.32,108433.0,176460.0,0.0,-68027.0,3614.43,5882,-62.74
V001,Aegean Pioneer,Feeder,14,1200,2015-11-01,2015,11,4411,Time Charter,MSC,26.1,3.9,86.98,115127.0,166110.0,0.0,-50983.0,3837.57,5537,-44.28
V001,Aegean Pioneer,Feeder,14,1200,2015-12-01,2015,12,3773,Time Charter,PIL,25.9,4.1,86.35,97721.0,171150.0,0.0,-73429.0,3257.37,5705,-75.14
V001,Aegean Pioneer,Feeder,15,1200,2016-01-01,2016,1,3530,Spot,Wan Hai Lines,24.4,5.6,81.19,86132.0,183180.0,6370.0,-103418.0,2658.73,6106,-120.07
V001,Aegean Pioneer,Feeder,15,1200,2016-02-01,2016,2,3498,Time Charter,CMA CGM,24.4,5.6,81.18,85351.0,178950.0,0.0,-93599.0,2845.03,5965,-109.66
V001,Aegean Pioneer,Feeder,15,1200,2016-03-01,2016,3,3032,Time Charter,HMM,24.2,5.8,80.58,73374.0,176730.0,0.0,-103356.0,2445.8,5891,-140.86
V001,Aegean Pioneer,Feeder,15,1200,2016-04-01,2016,4,3678,Spot,Zim Integrated Shipping,26.5,3.5,88.37,97467.0,178950.0,4186.0,-85669.0,3109.37,5965,-87.9
V001,Aegean Pioneer,Feeder,15,1200,2016-05-01,2016,5,3772,Time Charter,COSCO Shipping,26.4,3.6,87.9,99581.0,171600.0,0.0,-72019.0,3319.37,5720,-72.32
V001,Aegean Pioneer,Feeder,15,1200,2016-06-01,2016,6,4591,Time Charter,CMA CGM,26.3,3.7,87.72,120743.0,179070.0,0.0,-58327.0,4024.77,5969,-48.31
V001,Aegean Pioneer,Feeder,15,1200,2016-07-01,2016,7,3838,Spot,Yang Ming,25.8,4.2,86.03,99020.0,173820.0,6430.0,-81230.0,3086.33,5794,-82.03
V001,Aegean Pioneer,Feeder,15,1200,2016-08-01,2016,8,4055,Spot,ONE (Ocean Network Express),25.8,4.2,86.14,104619.0,178860.0,4682.0,-78923.0,3331.23,5962,-75.44
V001,Aegean Pioneer,Feeder,15,1200,2016-09-01,2016,9,4006,Time Charter,Evergreen Marine,26.8,3.2,89.28,107361.0,178620.0,0.0,-71259.0,3578.7,5954,-66.37
V001,Aegean Pioneer,Feeder,15,1200,2016-10-01,2016,10,3761,Time Charter,Pacific International Lines,26.2,3.8,87.43,98538.0,177930.0,0.0,-79392.0,3284.6,5931,-80.57
V001,Aegean Pioneer,Feeder,15,1200,2016-11-01,2016,11,4510,Time Charter,Wan Hai Lines,26.0,4.0,86.58,117260.0,178650.0,0.0,-61390.0,3908.67,5955,-52.35
V001,Aegean Pioneer,Feeder,15,1200,2016-12-01,2016,12,4483,Spot,Zim Integrated Shipping,26.7,3.3,88.95,119696.0,176010.0,4260.0,-60574.0,3847.87,5867,-50.61
V001,Aegean Pioneer,Feeder,16,1200,2017-01-01,2017,1,4459,Spot,HMM,26.0,4.0,86.81,115934.0,184140.0,7796.0,-76002.0,3604.6,6138,-65.56
V001,Aegean Pioneer,Feeder,16,1200,2017-02-01,2017,2,4155,Spot,COSCO Shipping,25.8,4.2,86.04,107199.0,186810.0,7863.0,-87474.0,3311.2,6227,-81.6
V001,Aegean Pioneer,Feeder,16,1200,2017-03-01,2017,3,4943,Time Charter,Wan Hai Lines,26.4,3.6,87.96,130495.0,183180.0,0.0,-52685.0,4349.83,6106,-40.37
V001,Aegean Pioneer,Feeder,16,1200,2017-04-01,2017,4,4347,Time Charter,Hapag-Lloyd,25.7,4.3,85.72,111718.0,182310.0,0.0,-70592.0,3723.93,6077,-63.19
V001,Aegean Pioneer,Feeder,16,1200,2017-05-01,2017,5,5145,Time Charter,Sinokor Merchant Marine,26.4,3.6,87.86,135828.0,184260.0,0.0,-48432.0,4527.6,6142,-35.66
V001,Aegean Pioneer,Feeder,16,1200,2017-06-01,2017,6,5759,Time Charter,KMTC,25.9,4.1,86.45,149158.0,190110.0,0.0,-40952.0,4971.93,6337,-27.46
V001,Aegean Pioneer,Feeder,16,1200,2017-07-01,2017,7,4963,Time Charter,KMTC,25.8,4.2,85.84,128045.0,189960.0,0.0,-61915.0,4268.17,6332,-48.35
V001,Aegean Pioneer,Feeder,16,1200,2017-08-01,2017,8,5289,Time Charter,Maersk Line,25.7,4.3,85.79,135927.0,187470.0,0.0,-51543.0,4530.9,6249,-37.92
V001,Aegean Pioneer,Feeder,16,1200,2017-09-01,2017,9,5670,Time Charter,COSCO Shipping,25.6,4.4,85.2,145152.0,192810.0,0.0,-47658.0,4838.4,6427,-32.83
V001,Aegean Pioneer,Feeder,16,1200,2017-10-01,2017,10,5693,Time Charter,Sinokor Merchant Marine,26.2,3.8,87.27,149157.0,180510.0,0.0,-31353.0,4971.9,6017,-21.02
V001,Aegean Pioneer,Feeder,16,1200,2017-11-01,2017,11,5546,Time Charter,Maersk Line,26.2,3.8,87.21,145305.0,184560.0,0.0,-39255.0,4843.5,6152,-27.02
V001,Aegean Pioneer,Feeder,16,1200,2017-12-01,2017,12,6154,Time Charter,KMTC,26.0,4.0,86.57,160004.0,176880.0,0.0,-16876.0,5333.47,5896,-10.55
V001,Aegean Pioneer,Feeder,17,1200,2018-01-01,2018,1,5720,Time Charter,Hapag-Lloyd,25.9,4.1,86.4,148148.0,193920.0,0.0,-45772.0,4938.27,6464,-30.9
V001,Aegean Pioneer,Feeder,17,1200,2018-02-01,2018,2,6270,Spot,ONE (Ocean Network Express),25.9,4.1,86.24,162393.0,197100.0,7234.0,-41941.0,5171.97,6570,-25.83
V001,Aegean Pioneer,Feeder,17,1200,2018-03-01,2018,3,5942,Spot,Evergreen Marine,25.6,4.4,85.36,152115.0,198360.0,5218.0,-51463.0,4896.57,6612,-33.83
V001,Aegean Pioneer,Feeder,17,1200,2018-04-01,2018,4,6795,Time Charter,MSC,25.5,4.5,84.91,173272.0,191820.0,0.0,-18548.0,5775.73,6394,-10.7
V001,Aegean Pioneer,Feeder,17,1200,2018-05-01,2018,5,6189,Time Charter,COSCO Shipping,26.1,3.9,86.96,161533.0,193110.0,0.0,-31577.0,5384.43,6437,-19.55
V001,Aegean Pioneer,Feeder,17,1200,2018-06-01,2018,6,6453,Time Charter,Pacific International Lines,26.0,4.0,86.51,167778.0,190980.0,0.0,-23202.0,5592.6,6366,-13.83
V001,Aegean Pioneer,Feeder,17,1200,2018-07-01,2018,7,6840,Time Charter,PIL,25.8,4.2,86.08,176472.0,193620.0,0.0,-17148.0,5882.4,6454,-9.72
V001,Aegean Pioneer,Feeder,17,1200,2018-08-01,2018,8,6351,Spot,Pacific International Lines,25.9,4.1,86.32,164491.0,198660.0,4391.0,-38560.0,5336.67,6622,-23.44
V001,Aegean Pioneer,Feeder,17,1200,2018-09-01,2018,9,6872,Time Charter,Zim Integrated Shipping,24.8,5.2,82.76,170426.0,198030.0,0.0,-27604.0,5680.87,6601,-16.2
V001,Aegean Pioneer,Feeder,17,1200,2018-10-01,2018,10,7323,Time Charter,Hapag-Lloyd,27.6,2.4,92.06,202115.0,192930.0,0.0,9185.0,6737.17,6431,4.54
